제품 이름,평점,판매 회사,날짜,제목,내용
엠피지오 아테나블랙테크 WIFI 64GB,5,옥션,21.10.18.,사무실에서 회의용으로 쓰려고 하나 구매했습니다~~ 원래...,"사무실에서 회의용으로 쓰려고 하나 구매했습니다~~
원래는 회의실에 pc두고 사용했는데 옹간도 많이 찾하고 회의때마다 USB나 외장하드로 자료 옮기는데 시간도 많이 들고 불편해서 회의용 노트북하나 사자고 건의햤습니다!! 하지만 다들 아시다 시피 노트북이 비싸잖아요 그래서 회의용 만으로 사용하기에는 너무 부담스러워서 한참 다들 고민하는 중에 윈도우 태블릿이라는게 있더라구여 그래서 찾아보니 가격이,,, 그래서 반포 상태였는데 이친구가 눈에 들어오더라구여 그래서 버니 CPU랑 램이 나쁘지 않아서 바로 구매했습니다 도착해서 보니 포트가 많아서 편리하게 쓸 수 있고 HDMI도 있어서 아주 좋습니다 회의용으로 적극 추천입니다"
엠피지오 아테나블랙테크 WIFI 64GB,5,옥션,21.10.18.,재택용으로 하나 구입했습니다~~ 원래는 회사 노트북 가...,"재택용으로 하나 구입했습니다~~
원래는 회사 노트북 가져와서 사용했는데 매번 재택할때마다 주섬주섬 챙기는 얼마나 귀찮은지 충전기 안챙겨 오면 진짜.... 후 그래서 재택용 노트북 구매하려고 했는데 너무 비싸서 동생노트북 빌려 쓰는데 과제해야한다고 엄청 눈치 주더라고여 그래서 자칭 IT전문가 친구한테 물어보니 윈도우 태블릿이 가격도 좋고 문서 작업용으로 좋다고해서 찾다찾다 신상이라는 이제픔을 만났습니다. 박스도 심플하고 포트도 많아서 아주 좋습니다
키보는 써보다 구매하려고합니다 감사합니다~~"
엠피지오 아테나블랙테크 WIFI 64GB,5,옥션,21.10.18.,고등학교 올라가는 사촌동생 선물해주려고 보다가 구매했습...,"고등학교 올라가는 사촌동생 선물해주려고 보다가 구매했습니다.
고등학생에게 노트북을 선물해주기에는 너무 비싸고 부담 스러워서 처음에 저가형 노트북 사주려고 했는데 CPU랑 램이 너무 떨어져서 도저히 아닌거 같아서 좀더 찾아봤는데 이게 윈도우 전용 태블릿인데 CPU가 상당하더라고여 램도 괜찮고 그래서 이런쪽으로 빠삭한 친구한테 물어보니 이정도면 저가형 노트북보다 스펙이 괜찮다고 인강보는데 문제없다고 해서 ㅠㅠ 제 생활비를 털어서 구매했습니다. 도착해서 실제로 보니깐 색도 더 이쁘고 보호필름도 있고 속도도 괜찮아서
이번주 주말에 주려고 합니다.~~ 좋은 제품 팔아주셔서 감사합니다."
엠피지오 아테나블랙테크 WIFI 64GB,5,11번가,21.10.13.,최고예요,안녕하세요! 태블릿PC 구매는 처음입니다!간단한 사무용으로 사용하려고 구매했는데 와.. 디자인 너무 고급지고 퀄리티 최고입니다.사용하기에 어려운 점도 없었어요. 윈도우태블릿은 좀 생소하긴 했는데 그냥 가볍고 어디서든 사용할 수 있는 좋은 제품이네요!가격도 이정도면 엄청 저렴한데 가격에 믿기지 않을 제품이에요!키보드도 같이 구매할 사람들은 구매해도 좋을거 같아요 저는 사용해보고 추가로 구매하려고 합니다^^ 잘 쓸게요
엠피지오 아테나블랙테크 WIFI 64GB,2,엠피지오,22.03.05.,그냥 가성비 정도네요배터리 시간 10시간이라는데 충전하고 4시간정도 쓰고 다시 충전했는데 두시간 남았다고 메세지 나오구.. 켤때 마다 시간이 왔다갔다하네요.. 케이스는 화면 가장자,"그냥 가성비 정도네요
배터리 시간 10시간이라는데 충전하고 4시간정도 쓰고 다시 충전했는데 두시간 남았다고 메세지 나오구.. 켤때 마다 시간이 왔다갔다하네요.. 케이스는 화면 가장자리쪽 터치 하는데 불편하구. 키보드는 케이스 빼서 써야하구 그나마 터치펜 구매로 다행이 쓸만하네요
솔직히 옵션 이것저것 사고 구매하니 거의 50 정도 드는데 .. 그냥 조금더 보태서 브랜드 태블릿으로 가는게 나을거 같네요.. 배터리가 제일 불편할거 같네요 ..측정 자체가 안되는듯.."
엠피지오 아테나블랙테크 WIFI 64GB,4,엠피지오,21.12.23.,아테나블랙테크 구매 전 비교했던 제품은 가성비에서 앞서는 ALLDOCUBE사의 중국산 윈도우 테블릿. 하지만 애국심 발동과 A/S를 생각하여 MPGIO사 제품을 선택. 디자인 깔끔,아테나블랙테크 구매 전 비교했던 제품은 가성비에서 앞서는 ALLDOCUBE사의 중국산 윈도우 테블릿. 하지만 애국심 발동과 A/S를 생각하여 MPGIO사 제품을 선택. 디자인 깔끔하고 성능도 무난한거 같습니다. 윈도우 11으로 업그레이드 시 발열이 심하니 노트북쿨러에 올려놓고 진행하는것을 추천
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.11.24.,"안녕하세요! 서브용으로 태블릿이 필요해서 알아보다가 구매했습니다!사이즈, 디자인, 배송 뭐 다 만족이라 후기 잘 안 쓰는데 후기 써요~고객센터 응대도 너무 감사해요! 이것저것 많이","안녕하세요! 서브용으로 태블릿이 필요해서 알아보다가 구매했습니다!
사이즈, 디자인, 배송 뭐 다 만족이라 후기 잘 안 쓰는데 후기 써요~
고객센터 응대도 너무 감사해요! 이것저것 많이 물어봤거든요!
엠피지오 제품은 처음인데 아주 만족스럽게 사용하고 있습니다~ 주변에도 적극 추천할게요!
번창하세요!"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.10.21.,안녕하세요! 태블릿 첫 구매라서 후기 남기러 왔습니다.사실 안드로이드가 아닌 윈도우는 좀 낯설어서 자세히 보고 구매했는데 구매하길 잘했어요~실제로 받자마자 사용해봤는데 오래 사용을,"안녕하세요! 태블릿 첫 구매라서 후기 남기러 왔습니다.
사실 안드로이드가 아닌 윈도우는 좀 낯설어서 자세히 보고 구매했는데 구매하길 잘했어요~
실제로 받자마자 사용해봤는데 오래 사용을 한 것은 아니지만 아주 만족스러운 제품이에요!
배송도 빨랐어요 이 점도 감사드립니다!
원래 후기 잘 안쓰는데 기분 좋게 후기 남기네요~ 추천합니다 ^^"
엠피지오 아테나블랙테크 WIFI 64GB,5,11번가,21.10.19.,최고예요,빠른 배송에 먼저 놀랐습니다^^ 먼저 제일 감사하다고하고 싶은 내용은 제가 모르는 점도 많고 궁금한게 많기도해서 구매 전에 고객센터에 지속적인 문의를 했습니다.. 그런데 정말 한 번도 빠짐없이 친절하게 응대해주셔서 너무 감사합니다! 제품은 너무 마음에 들어서 길게 설명 안해도 제 후기보고 고민말고 구매하세요!오래 사용해본건 아니지만 제품 속도나 디자인 가격 다 최고네요! 앞으로도 문의사항이 있다면 문의할 수 있겠지만 너무너무 잘 쓸거같아요!!!!
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.20.,자기전에 유튜브 보는게 낙인 사람 여깄어요 ㅎㅎ매번 휴대폰으로 보기에는 화면도 작고 불편한 감이 있어서 태블릿으로 보는 중이요큼지막한 화면으로 보니까 훨씬 좋네요배터리도 빵빵해서,"자기전에 유튜브 보는게 낙인 사람 여깄어요 ㅎㅎ
매번 휴대폰으로 보기에는 화면도 작고 불편한 감이 있어서 태블릿으로 보는 중이요
큼지막한 화면으로 보니까 훨씬 좋네요
배터리도 빵빵해서 신경 덜쓰여서 만족이요!
가성비 진짜 좋은거 같아요 무겁지 않아서 부담없고 키보드도 잘 먹히네요"
엠피지오 아테나블랙테크 WIFI 64GB,5,11번가,21.10.19.,최고예요,후기 잘 안쓰는데 진짜 좋아서 후기쓰러 왔습니다ㅋ속도도 빠르고 이 가격에 짱이에요 그리고 저는 가방에 넣어서 가지고 다니면서 사용할 생각이였는데 엄청 가볍고 부담스러운 느낌은 전혀 없네요 친구도 추천해줬네요 최근들어 한 쇼핑중 제일 만족스럽네요 번창하세요
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.19.,자격증 따려고 인강 많이 듣는 1인이요용량도 충분하고 일단 사용하기가 간편해서 좋아요속도도 빠르고 화질 좋아서 카페에서 주로 공부하는데 제격인듯요공간활용도 괜찮고 배터리도 빵빵하니,"자격증 따려고 인강 많이 듣는 1인이요
용량도 충분하고 일단 사용하기가 간편해서 좋아요
속도도 빠르고 화질 좋아서 카페에서 주로 공부하는데 제격인듯요
공간활용도 괜찮고 배터리도 빵빵하니 저한테 안성맞춤이라 제일 많이 쓰고 있어요 ㅎㅎ"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.10.25.,태블릿 드디어 구매했어요~~ 너무 좋아요! 디자인도 진짜 슬림하고 가볍고 무엇보다 고급스러워서 짱짱입니다!블랙은 역시 후회없는 선택이에요! 고객센터로 전화도 좀 자주 하긴 했는데,"태블릿 드디어 구매했어요~~ 너무 좋아요!
디자인도 진짜 슬림하고 가볍고 무엇보다 고급스러워서 짱짱입니다!
블랙은 역시 후회없는 선택이에요!
고객센터로 전화도 좀 자주 하긴 했는데 친절한 응대 감사해요!
터치감을 전 제일 중요하게 생각하는데 터치감도 좋고! 반응속도도 아주 좋아요!
다른 지인도 추천해줄 생각입니다! 물론 이 글을 보는 분들도 추천드려요! 번창하세요 엠피지오!"
엠피지오 아테나블랙테크 WIFI 64GB,4,엠피지오,22.01.05.,윈도우피씨가 필요했는데 단지 동영상 보기 위해 노트북 사는게 버거워 알아보던차에 구입하게 되었습니다 휴대가 아주 좋고요 잘 껴지고 잘 작동됩니다 근데 다운로드 받을때 글자가 깨지던,윈도우피씨가 필요했는데 단지 동영상 보기 위해 노트북 사는게 버거워 알아보던차에 구입하게 되었습니다 휴대가 아주 좋고요 잘 껴지고 잘 작동됩니다 근데 다운로드 받을때 글자가 깨지던데 그건 고객센터에 문의해야겠네요 잘 사용하겠습니다
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.21.,화면이 넘 큼직해서 영상하나를 보더라도 넘 시원시원하네요~ 화질도 넘 선명하고 좋아요^^사은품도 엄청 많이 챙겨주셔서 몸둘바를 모르겠.. ㅎㅎAS까지 문제없다고 하니 안심하고 사용,"화면이 넘 큼직해서 영상하나를 보더라도 넘 시원시원하네요~
화질도 넘 선명하고 좋아요^^
사은품도 엄청 많이 챙겨주셔서 몸둘바를 모르겠.. ㅎㅎ
AS까지 문제없다고 하니 안심하고 사용할수있겠어요
동급 사양대비 넘 착한 가격으로 잘 장만한거 같습니다!"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,22.01.13.,생각했던거 보다 크기가 커서 보기 편하고 무게도 적당해서 들고다니기 좋은 것 같아요. 처음에는 윈도우 테블릿이라 사용하기 어려울가라 생각했는데 사용하기도 편하고 키보드도 같이 주문,생각했던거 보다 크기가 커서 보기 편하고 무게도 적당해서 들고다니기 좋은 것 같아요. 처음에는 윈도우 테블릿이라 사용하기 어려울가라 생각했는데 사용하기도 편하고 키보드도 같이 주문을 하서 태블릿리 장착하고 사용해보니 노트북 같은 느낌이여서 대학교에서 사용하기 편할 것 같아요.
엠피지오 아테나블랙테크 WIFI 64GB,2,엠피지오,22.01.20.,성능과 배송은 양호합니다.단품가격은 가성비가 좋고 양호합니다.다만 512GB SSD를 추가하면 단품에 비하여 약 20만원의 비용이 추가로 발생하네요.장착된 SSD를 검색하면 약 6,"성능과 배송은 양호합니다.
단품가격은 가성비가 좋고 양호합니다.
다만 512GB SSD를 추가하면 단품에 비하여 약 20만원의 비용이 추가로 발생하네요.
장착된 SSD를 검색하면 약 6만5천원 정도하는데 장착 공임을 감안하더라도 20만원 추가 비용은 과하다는 느낌이네요."
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.11.24.,디자인도 깔끔하고 색상도 심플하고 이름처럼 멋있어요블랙테크.. 이름도 입에 착착 붙고 손에 착착 감기는게 너무 좋아요~태블릿 처음 써보는데 첫 태블릿이 블랙테크라서 넘 조은거같아요,"디자인도 깔끔하고 색상도 심플하고 이름처럼 멋있어요
블랙테크.. 이름도 입에 착착 붙고 손에 착착 감기는게 너무 좋아요~
태블릿 처음 써보는데 첫 태블릿이 블랙테크라서 넘 조은거같아요ㅠㅠ
하얀색으로 나와도 이쁠 것 같아요 화이트테크^^ 화이트테크 나오면 쓰던 블랙테크는 오빠주고 저는 새거 쓸래용ㅋㅋ 많이파세요~"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.19.,동급 사양대비 정말 퀄리티 좋은거 같아요~가격도 너무 착하구요^^이것저것 고민하다 요걸로 셀렉 했는데 넘 탁월한 초이스 같습니당디자인도 완전 쌈빡하고 화면도 생각보다 큼직해서 넘,"동급 사양대비 정말 퀄리티 좋은거 같아요~
가격도 너무 착하구요^^
이것저것 고민하다 요걸로 셀렉 했는데 넘 탁월한 초이스 같습니당
디자인도 완전 쌈빡하고 화면도 생각보다 큼직해서 넘 좋네요!"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.22.,폰으로만 보는게 넘 작아서 크게 보고 싶어서 구입했어요기능 잘되고 화질 깨끗해서 만족이요가격도 부담스럽지 않아서 잘 쓰고 있어요 가성비 최고요!자판 치는것도 편하고 휴대폰이랑은 확,"폰으로만 보는게 넘 작아서 크게 보고 싶어서 구입했어요
기능 잘되고 화질 깨끗해서 만족이요
가격도 부담스럽지 않아서 잘 쓰고 있어요 가성비 최고요!
자판 치는것도 편하고 휴대폰이랑은 확실히 달라요"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.12.,"작은 크기, 무난한 무게에사무, 웹서핑, 동영상 정도 쓰기엔 나쁘지 않습니다.다만 발열이 좀 있고, 케이스 씌우고 키보드를 붙이면 좀 깜빡깜빡합니다.아이들은 콩순이컴퓨터 같다면서","작은 크기, 무난한 무게에
사무, 웹서핑, 동영상 정도 쓰기엔 나쁘지 않습니다.
다만 발열이 좀 있고, 케이스 씌우고 키보드를 붙이면 좀 깜빡깜빡합니다.
아이들은 콩순이컴퓨터 같다면서 좋아해요."
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.23.,재택근무용으로 구매햇는데 스피커 음질도좋고 사이즈도 간편히들고 다닐수있는 사이즈라 편하네요 이가격에 완전 갓성비템 득템햇네여 회사동료들한테도 알려주는중ㅋㅋ,재택근무용으로 구매햇는데 스피커 음질도좋고 사이즈도 간편히들고 다닐수있는 사이즈라 편하네요 이가격에 완전 갓성비템 득템햇네여 회사동료들한테도 알려주는중ㅋㅋ
엠피지오 아테나블랙테크 WIFI 64GB,5,G마켓,21.10.14.,배송도 디자인도 100점 만점에 100점,노트북은 아무리 가볍다고 한들 무겁고 부피도 크기때문에 들고 다니기 거북했는데 마침 딱 외부로 들고 다녀도부담 없어서 구매했는데 좋은 것 같네요!!휴대성이 엄청 만족스럽습니다.
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.28.,도착하자마자 리뷰 답니다이 가격에 이만한 퍼포먼스.. 경쟁자가 없슴다. 최고에요. 사무용으로 샀는데 윈도우 10도 깔려 있어서 좋아요. 키보드는 이미 있어서... 단품으로 샀네여,"도착하자마자 리뷰 답니다
이 가격에 이만한 퍼포먼스.. 경쟁자가 없슴다. 최고에요. 사무용으로 샀는데 윈도우 10도 깔려 있어서 좋아요. 키보드는 이미 있어서... 단품으로 샀네여 ㅎㅎ"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.19.,매번 블루투스 연결해서키보드를 사용하곤 했는데 정말 편하네요 무게도 무겁지 않고 외근나갔을때 가볍게 볼일 보기 좋습니다.,"매번 블루투스 연결해서
키보드를 사용하곤 했는데 정말 편하네요
무게도 무겁지 않고 외근나갔을때 가볍게 볼일 보기 좋습니다."
엠피지오 아테나블랙테크 WIFI 64GB,4,엠피지오,22.01.01.,"제품박스에 직원 손편지 복사분과 신속한고객응대등이 신뢰 되고 안정 됨.윈10, 화면해상도굿, 기판포함, 엠피지오에서A.S전담이 가성비 좋음추후개발 사항은 무게를 20% 정도 다","제품박스에 직원 손편지 복사분과 신속한
고객응대등이 신뢰 되고 안정 됨.
윈10, 화면해상도굿, 기판포함, 엠피지오에서
A.S전담이 가성비 좋음
추후개발 사항은 무게를 20% 정도 다운 시키면 더 인기가 있을 것 같응"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.24.,넷플보려구 저렴한거 찾아서 구매했어요~기대했던것보다 훨씬 만족스런 퀄리티에요 ㅎㅎ화면이 커서 그런지 넘 좋네요,"넷플보려구 저렴한거 찾아서 구매했어요~
기대했던것보다 훨씬 만족스런 퀄리티에요 ㅎㅎ
화면이 커서 그런지 넘 좋네요"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.24.,급급하게 주문한건데 배송도 빠르게 도착했고 성능도 너무 좋네요집에서 일할때 사용할려고 찾아보다가 이게 딱 적당한거 같아 주문했는데 기능도 생각보다 빠르고 만족합니다.,"급급하게 주문한건데 배송도 빠르게 도착했고 성능도 너무 좋네요
집에서 일할때 사용할려고 찾아보다가 이게 딱 적당한거 같아 주문했는데 기능도 생각보다 빠르고 만족합니다."
엠피지오 아테나블랙테크 WIFI 64GB,4,엠피지오,21.10.26.,배송빠르게왔는데 포장이좀..완충제라도넣어주시지..박스가다찌그러져서와서좀그랬어요지금전원켜봅니다!!!,"배송빠르게왔는데 포장이좀..완충제라도넣어주시지..박스가다찌그러져서와서좀그랬어요
지금전원켜봅니다!!!"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.06.,인터넷강의듣는데 꼭 윈도우가 필요해서 구매하게됐어요~노트북도 있지만 간편하게 들고다니기가 태블릿이 편한거같아요.충전이 2.5핀 충전케이블 구매해서 밖에서도 쉽게 충전할수있어요,"인터넷강의듣는데 꼭 윈도우가 필요해서 구매하게됐어요~
노트북도 있지만 간편하게 들고다니기가 태블릿이 편한거같아요.
충전이 2.5핀 충전케이블 구매해서 밖에서도 쉽게 충전할수있어요"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,22.02.21.,Ms운영체제 태블릿 그동안 사용했던것중 가장 빠르고 안정화가 잘되어있습니다. 발열도 적어서 한달사용하면서 한번도 안끄고 포스기로 사용하고 음악틀어두어도 문제 없이 잘 쓰고 있습니다,Ms운영체제 태블릿 그동안 사용했던것중 가장 빠르고 안정화가 잘되어있습니다. 발열도 적어서 한달사용하면서 한번도 안끄고 포스기로 사용하고 음악틀어두어도 문제 없이 잘 쓰고 있습니다.
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,22.01.03.,일주일 사용하고 쓰는 리뷰입니다간단한 문서작업 용으로 구매했는데화면 오래봐도 눈도 안피로하고 기존에 사용하던 애x 태블릿보다 사용빈도가 더 늘었어요. 완전강추,"일주일 사용하고 쓰는 리뷰입니다
간단한 문서작업 용으로 구매했는데
화면 오래봐도 눈도 안피로하고 기존에 사용하던 애x 태블릿보다 사용빈도가 더 늘었어요. 완전강추"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.24.,넷플이나 유튜브 시청용으로 구매했어요화면 크기도 적당하고 생생하게 잘 나오네요 합리적인 가격에 잘 샀어요가성비 갑!,"넷플이나 유튜브 시청용으로 구매했어요
화면 크기도 적당하고 생생하게 잘 나오네요
합리적인 가격에 잘 샀어요
가성비 갑!"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.19.,가격 넘 좋은거 아닌가요신랑이 골라준거 그냥 샀는데사이즈도 딱 좋고 가성비 최고인듯 합니다,"가격 넘 좋은거 아닌가요
신랑이 골라준거 그냥 샀는데
사이즈도 딱 좋고 가성비 최고인듯 합니다"
엠피지오 아테나블랙테크 WIFI 64GB,5,옥션,21.11.10.,휴대 편하고 원도우 깔려와서 작동 잘되고 빅스마일기간 ...,"휴대 편하고 원도우 깔려와서 작동 잘되고 빅스마일기간 특가로 잘 구매했어요.
배송도 빨라요."
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,21.12.19.,다시 원격으로 바뀌면서 편하게 공부하라구 태블릿 구매했어요 폰으로 보다가 화면이 커지니까 아이가 좋아하더라구요 작동법도 간편하구 저렴하게 구입한 것 같아요,"다시 원격으로 바뀌면서 편하게 공부하라구 태블릿 구매했어요
폰으로 보다가 화면이 커지니까 아이가 좋아하더라구요
작동법도 간편하구 저렴하게 구입한 것 같아요"
엠피지오 아테나블랙테크 WIFI 64GB,5,엠피지오,22.01.02.,"윈도우 PC에서 처럼 USB에 담긴 문서,프로그램 잘 열려요!자판도 두터워졌네요.예전상품이 단종되어 이 상품으로 선택했는데 예전보다 많이 좋아졌네요^^발전하는 모습 좋아요^^","윈도우 PC에서 처럼 USB에 담긴 문서,프로그램 잘 열려요!
자판도 두터워졌네요.예전상품이 단종되어 이 상품으로 선택했는데 예전보다 많이 좋아졌네요^^발전하는 모습 좋아요^^"
엠피지오 아테나블랙테크 WIFI 64GB,5,옥션,22.02.24.,"상품, 배송 모두 매우 만족합니다. 받자마자 전원 넣어...","상품, 배송 모두 매우 만족합니다.
받자마자 전원 넣어서 사용할 수 있어 너무 편했어요"
엠피지오 아테나블랙테크 WIFI 64GB,1,엠피지오,22.02.10.,외출할때 가끔쓰려고 했는데 전용펜도 정확하지 않고 기본적을 터치가 너무 안됩니다.,외출할때 가끔쓰려고 했는데 전용펜도 정확하지 않고 기본적을 터치가 너무 안됩니다.
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,마이크로소프트 전문관,20.04.04.,윈도우기반이고 노트북 같은 태블릿을 원해 구입하게됐는데 받자마자 개봉해보니 간지나서 설레네요^^몇번 사용해본결과 타사 태블릿과 터치의 차이가 있긴해요(꾹꾹이 하는것처럼 지긋이 눌러,"윈도우기반이고 노트북 같은 태블릿을 원해 구입하게됐는데 받자마자 개봉해보니 간지나서 설레네요^^
몇번 사용해본결과 타사 태블릿과 터치의 차이가 있긴해요(꾹꾹이 하는것처럼 지긋이 눌러줘야 터치가 잘먹힘-핸드폰의 터치감과는 조금 틀림 그래서 신선함..ㅎ 근데 이게 좀 답답할수도 있음) 태블릿 기능보다 노트북 기능으로서 사용이 클꺼라 크게 문제가 되진 않습니다.
추가 구입한 키보드와 펜은 바로 자동연결되어 편리합니다.
(키보드의 타격감이 일반 노트북 자판같아 노트북쓰는 느낌이랄까, 펜은 화면과의 접촉이 딱딱하게 느껴지는게 아니라 쫀득하게 붙었다가 떨어지는듯 한 느낌이라 재밌네요~불편하진 않지만 펜의 인식이 다른펜에 비해 아주 조금 미세하게 느리긴합니다.)
그전 버전6보다 빳데리 시간이 짧아졌다고 하나 사용하는데 제활동범위(인강, 인커넷검색, 동영상감상, 그림작업)에서 불편함은 전혀 없습니다. 발열도 아직까진 모르겠구요.
무게감 또한 이정도는 들어줘도 된다 생각합니다.ㅋ
옵션으로 선택해야하는 것들이 있어 가격은 그리 저렴하지 않지만 현재상태로는 만족합니다^^*"
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,11번가,20.10.17.,최고예요,"서피스를 받아보고 일주일 정도 사용해보았습니다.일단 성능 괜찮습니다. 저는 주로 오피스 편집, 원노트 필기, 간단한 포토샵 작업, 사진 뷰어 등 사무용으로 쓰고 있지만 전혀 부족함이 없습니다. 저는 외근이 잦아 서피스를 자주 들고 다니는데 밖에서 업무처리 하기에 부족함이 전혀 없습니다. 특히 펜 성능은 부드럽고 지연이 없다시피할정도로 좋습니다. USB c type 이 들어갔으며 사은품으로 오는 멀티포트를 이용하면 hdmi를 연결해 화면 공유가 가능합니다. 서피스를 통해 프레젠테이션을 할 분들은 참고해주세요. 무선디스플레이포트를 활용하셔도 좋습니다.무게 가볍습니다. 전 키보드 및 펜이 이미 있어 전부 부착해서 다니지만 무겁다는 생각은 안들었습니다. 디자인은 깔끔합니다. 전통적인 서피스 디자인이 그대로 계승 됐으며, 서피스의 자랑인 킥스탠드도 여전히 튼튼합니다. 자유로운 각도로 태블릿을 세울 수 있습니다. 킥스탠드 안쪽에 micro sd카드 삽입도 가능합니다 . 게 트랜드에서 벗어난 감은 있지만 여전히 깔끔하고 군더더기 없는 외관은 매력적입니다.윈도10이 구동되는데 윈도 헬로 기능으로 로그인되는 방식은 빠르고 훌륭합니다. 전 개인적으로 윈도10의 인터페이스를 좋아하지만 태블릿 모드에서의 방식은 아직 개선점이 많습니다 . 태블릿으로서 주로 사용하실분은 꼭 체험 후 구매를 권장합니다.2in1제품으로 이 정도의 제품은 찾기 힘들다고 생각합니다. 깔끔한 디자인. 단단한 외관. 성능. 물론 이 될 수 있겠지만 2in1제품의 방향은 서피스가 제시해준다고 봅니다."
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,11번가,19.12.22.,최고예요,"(포토상품평 참여합니다.)매번 노리다가 드디어 구매한 서(피스북 어)린이입니다.그냥 6살까도 고민했는데 어떤 유튜버 분의 영상을 보니 6 i7보다 7의 i5가 더 고성능이라는 후기를 보았습니다. 사실 그런거 쥐뿔 모르겠지만, 그렇다고 하길래 망설이지않고 프로7의 i5를 구매하였습니다. 매트블랙이 너무 심쿵하는 디자인이었으나... 저는 그정도 용량이 필요하지않은 관계로(1T 외장하드가있음) 그냥 플래티넘을 구매했으며, 상세후기 남겨보겠습니다.(이미 상세한 것 같은건 기분탓)저의 이전 노트북은 그램이며 상태가 나빠져서 배터리를 제거한 상태로 사용중임을 미리 말씀드립니다.1.성능:솔직히 컴알못입니다. 객관적 성능비교는 어렵습니다..사용감 기준으로 작성하겠습니다.2.터치:필름 부착 전-손과 펜 매우잘됨, 필름 부착 후-펜 압승필름 붙이기 전에는 정말 잘 되었습니다. 그런데 필름을 붙이고(좀비베리어,소프트질감 부착) 손보다 펜이 훨씬 잘 인식됩니다. 스마트폰처럼 터치 민감도를 올리는 기능을 찾고싶었지만 못찾았어요.아시는 분은 제발 공유점....3. 펜:끝이 뭉툭한 볼펜 느낌, 뒷부분이 지우개 기능저는 레드포피로 골랐습니다. 펜 굉장히 좋아요. 펜촉이 흔히 플라스틱이나 뭉툭한 고무? 같지않아서 글씨쓸때 더 좋습니다. 잘써져요 그리고 뒤꽁지가 우리가 아는 연필지우개처럼 지우갭니다. 물론 저는 아까워서 못 문지르겠어요..그리고 저는 메모를 좀 많이 (노트대용으로) 할 목적으로 펜을 구입했는데, 정말 편리합니다. 뒤에 지우개 부분을 어떻게 누르느냐에 따라서 화이트보드도 열립니다. 정말 바로바로 쓰기에 좋아요.4.소음및 발열:조용하고 구입후 윈도우 정품인증 및 각종 업데이트와 웹 서핑, 동영상 시청등을 했습니다. 와중에 멀티윈도우까지 사용해봤는데요. .동일한 상황에서 제 이전 노트북은 거의 전기장판 고온 수준으로 달궈져서 항상 쿨링패드를 사용했었는데요. 그에 비하면 아주 스무스한 온도~매우 조오용~5.타입커버:얇은것이 장점이자 단점, 와중에 백라이팅 기능 있음.색상은 아이스블루로했습니다. 그런데 이게 아이스블룬지 플래티넘인지;;알다가도 모르겠어요. 좀 어둡습니다. 잘못왔어도 저는 알 길이 없어요.많이 궁금하실 부착?방법 그냥 가깝게 갖다대면 알아서 붙고 당기면 떼어짐니다. 생각보다 많이 얇아요. 그래서 그냥 배위에 올려놓고하기에는 좀 안좋더라구여, 그런데 이 얇은것이 백라이팅 기능이 있습니다. 세상 기술이 좋습니다. 그리고 재질은 맨질맨질?해요. 벗겨지거나 많이 문질러지면 . 타자치는 맛이나요 ㅎㅎㅎㅎ이상 여기까지 쓰겠습니다. 뭔가 더 쓰고싶지만 뭘 덜쓴지 모르？뭬楮？..여러분의 구매에 도움이 되시기를 ㅎㅎㅎ"
